fat,calories,protein,rating,sodium,len_directions,len_ingredients,cluster
18.0,285.0,14.0,5.0,255.0,3,9,12
11.0,161.0,5.0,2.5,1028.0,5,13,11
22.0,289.0,19.0,3.125,415.0,5,8,12
11.0,315.0,10.0,4.375,72.0,4,12,0
40.0,631.0,29.0,4.375,333.0,3,9,12
2.0,117.0,2.0,3.125,142.0,3,6,0
18.0,169.0,1.0,4.375,180.0,11,8,8
22.0,537.0,6.0,0.0,273.0,6,12,8
38.0,493.0,22.0,5.0,1835.0,4,17,5
4.0,52.0,5.0,0.0,90.0,4,6,11
19.0,276.0,5.0,4.375,62.0,2,6,0
50.0,698.0,52.0,3.75,959.0,3,6,12
18.0,274.0,10.0,4.375,321.0,2,5,0
6.0,249.0,3.0,4.375,337.0,3,9,0
36.0,431.0,15.0,3.75,602.0,7,15,12
4.0,78.0,4.0,4.375,534.0,1,4,0
4.0,252.0,16.0,4.375,323.0,7,12,12
20.0,336.0,17.0,4.375,615.0,2,12,12
103.0,1765.0,175.0,5.0,16056.0,5,15,4
35.0,708.0,27.0,4.375,717.0,2,7,5
5.0,144.0,17.0,4.375,703.0,5,13,12
0.0,0.0,0.0,0.0,2391.0,2,2,11
64.0,918.0,75.0,4.375,286.0,3,6,5
20.0,311.0,12.0,5.0,577.0,5,10,12
7.0,141.0,2.0,4.375,303.0,2,9,0
37.0,552.0,6.0,4.375,166.0,3,19,0
66.0,779.0,32.0,3.125,352.0,6,11,12
82.0,1377.0,74.0,3.75,424.0,3,12,5
9.0,258.0,26.0,4.375,407.0,2,8,12
15.0,180.0,2.0,5.0,26.0,3,6,0
19.0,873.0,98.0,4.375,1403.0,6,17,5
5.0,206.0,2.0,3.75,75.0,9,12,0
30.0,493.0,7.0,5.0,159.0,3,10,0
17.0,167.0,1.0,3.75,124.0,1,8,0
32.0,639.0,14.0,3.75,80.0,6,11,0
0.0,326.0,1.0,4.375,4.0,5,5,14
21.0,504.0,19.0,4.375,797.0,5,15,12
42.0,1155.0,68.0,3.75,996.0,3,8,5
18.0,182.0,2.0,3.75,442.0,1,7,0
22.0,383.0,4.0,3.75,317.0,3,13,0
33.0,515.0,7.0,3.75,203.0,2,5,0
13.0,335.0,22.0,0.0,180.0,4,7,8
72.0,1031.0,15.0,5.0,485.0,8,19,5
0.0,226.0,2.0,4.375,9.0,1,9,14
30.0,513.0,37.0,3.75,1112.0,4,11,12
18.0,296.0,31.0,3.75,95.0,2,6,12
35.0,494.0,24.0,4.375,965.0,3,10,12
3.0,59.0,5.0,5.0,72.0,3,9,0
53.0,813.0,48.0,4.375,1763.0,7,13,5
13.0,240.0,3.0,5.0,33.0,4,10,0
23.0,570.0,7.0,4.375,250.0,4,19,0
49.0,1029.0,37.0,3.125,1228.0,3,7,5
10.0,241.0,8.0,4.375,543.0,3,12,0
14.0,383.0,13.0,4.375,63.0,1,7,0
0.0,15.0,0.0,3.75,4.0,1,7,14
73.0,860.0,8.0,4.375,74.0,3,9,5
21.0,313.0,10.0,3.75,879.0,4,10,12
1.0,108.0,2.0,4.375,4.0,1,5,14
39.0,573.0,38.0,4.375,195.0,3,11,12
8.0,261.0,23.0,3.75,649.0,3,12,12
3.0,130.0,7.0,5.0,2303.0,1,8,11
5.0,169.0,10.0,3.125,352.0,4,14,0
37.0,833.0,38.0,3.75,1357.0,4,14,5
13.0,236.0,8.0,4.375,139.0,2,4,0
16.0,249.0,18.0,3.75,389.0,6,15,12
30.0,630.0,9.0,1.25,167.0,5,19,8
10.0,183.0,2.0,4.375,78.0,5,7,0
12.0,292.0,12.0,3.75,654.0,3,9,12
7.0,85.0,2.0,5.0,13.0,3,10,0
20.0,357.0,15.0,5.0,803.0,3,12,12
70.0,1032.0,13.0,3.75,486.0,12,28,8
10.0,194.0,6.0,3.75,105.0,5,12,0
45.0,426.0,2.0,4.375,461.0,1,10,12
65.0,619.0,8.0,4.375,692.0,1,10,12
22.0,257.0,7.0,3.75,324.0,3,9,0
19.0,290.0,8.0,2.5,381.0,1,4,0
148.0,1575.0,18.0,3.75,899.0,4,15,5
34.0,524.0,18.0,5.0,605.0,6,20,8
4.0,247.0,6.0,3.75,327.0,1,10,0
10.0,259.0,6.0,5.0,89.0,4,5,0
20.0,394.0,9.0,4.375,188.0,2,5,0
26.0,364.0,13.0,4.375,438.0,7,17,0
45.0,520.0,1.0,5.0,26.0,1,4,12
26.0,939.0,10.0,5.0,469.0,7,17,5
29.0,447.0,13.0,5.0,463.0,10,26,8
58.0,1162.0,125.0,4.375,5151.0,4,10,4
14.0,196.0,5.0,4.375,260.0,1,7,0
34.0,456.0,23.0,4.375,430.0,3,9,12
3.0,105.0,9.0,1.25,382.0,1,8,8
21.0,331.0,5.0,0.0,382.0,5,7,11
5.0,285.0,4.0,4.375,156.0,2,8,0
0.0,18.0,2.0,4.375,60.0,2,11,0
27.0,421.0,37.0,4.375,422.0,3,10,12
2.0,62.0,3.0,3.75,69.0,6,12,14
83.0,1227.0,80.0,3.75,659.0,5,15,5
58.0,865.0,8.0,3.75,74.0,10,11,8
55.0,1512.0,179.0,5.0,2904.0,4,19,4
71.0,878.0,26.0,3.75,677.0,3,9,12
14.0,328.0,7.0,3.75,115.0,4,11,0
19.0,271.0,5.0,2.5,22.0,2,7,11
23.0,921.0,14.0,3.75,315.0,6,13,5
5.0,85.0,3.0,3.75,520.0,3,6,0
5.0,286.0,5.0,2.5,107.0,1,3,0
1.0,315.0,3.0,3.75,5.0,1,4,14
5.0,84.0,3.0,3.125,380.0,1,7,0
24.0,648.0,20.0,3.125,702.0,2,6,8
32.0,562.0,10.0,4.375,103.0,7,12,0
34.0,662.0,70.0,4.375,902.0,8,15,5
2.0,44.0,2.0,5.0,31.0,1,6,14
20.0,476.0,40.0,0.0,703.0,4,13,8
10.0,318.0,1.0,4.375,195.0,9,14,0
28.0,629.0,39.0,4.375,581.0,2,11,12
10.0,316.0,4.0,0.0,113.0,3,5,11
66.0,795.0,43.0,5.0,237.0,4,10,12
21.0,314.0,14.0,4.375,58.0,3,9,12
11.0,252.0,30.0,4.375,1334.0,5,14,12
14.0,218.0,13.0,5.0,691.0,3,11,12
1.0,14.0,0.0,3.75,4.0,4,5,14
11.0,174.0,14.0,3.75,2430.0,4,7,5
50.0,928.0,64.0,4.375,188.0,10,11,5
22.0,293.0,3.0,5.0,242.0,3,12,0
26.0,417.0,43.0,4.375,257.0,7,11,12
5.0,153.0,3.0,2.5,155.0,3,4,11
15.0,546.0,25.0,3.75,393.0,3,8,5
37.0,514.0,8.0,5.0,66.0,3,7,0
2.0,27.0,2.0,5.0,59.0,1,4,14
1.0,83.0,6.0,2.5,590.0,1,4,11
8.0,159.0,7.0,3.75,272.0,2,4,0
8.0,211.0,6.0,5.0,79.0,3,6,0
35.0,639.0,7.0,4.375,368.0,6,25,8
10.0,279.0,33.0,3.75,886.0,5,13,12
57.0,998.0,108.0,4.375,1527.0,5,12,5
3.0,42.0,4.0,0.0,52.0,7,11,14
15.0,567.0,16.0,4.375,23.0,1,5,5
11.0,222.0,7.0,3.75,657.0,3,13,12
38.0,614.0,35.0,2.5,1203.0,3,11,12
44.0,550.0,10.0,5.0,564.0,3,16,12
20.0,382.0,43.0,3.125,188.0,2,6,12
9.0,121.0,1.0,3.75,7.0,2,3,0
18.0,257.0,7.0,4.375,324.0,6,12,0
11.0,128.0,5.0,3.75,219.0,7,15,0
2.0,191.0,5.0,5.0,245.0,1,5,0
3.0,222.0,2.0,3.125,28.0,2,6,14
67.0,759.0,10.0,5.0,34.0,1,9,12
43.0,640.0,48.0,4.375,631.0,2,11,12
1.0,32.0,1.0,0.0,362.0,3,5,11
17.0,364.0,10.0,4.375,118.0,2,5,0
5.0,89.0,1.0,0.0,30.0,6,9,14
54.0,1059.0,45.0,3.75,979.0,2,12,5
14.0,206.0,12.0,3.75,955.0,6,10,12
33.0,742.0,20.0,3.75,345.0,4,18,8
3.0,105.0,3.0,4.375,50.0,1,9,14
12.0,180.0,3.0,4.375,42.0,1,7,0
18.0,207.0,2.0,5.0,241.0,1,8,0
13.0,214.0,3.0,4.375,156.0,1,7,0
39.0,602.0,22.0,4.375,1673.0,10,20,5
38.0,608.0,51.0,3.75,166.0,3,8,12
48.0,764.0,35.0,4.375,469.0,7,16,12
56.0,629.0,10.0,3.75,1125.0,5,13,12
17.0,358.0,27.0,4.375,345.0,8,15,12
5.0,100.0,2.0,3.75,35.0,1,7,0
0.0,162.0,0.0,3.75,3.0,1,7,14
0.0,3.0,0.0,4.375,42.0,2,14,14
61.0,1024.0,59.0,4.375,1160.0,5,23,5
0.0,10.0,0.0,5.0,479.0,1,3,0
26.0,732.0,87.0,4.375,2651.0,3,16,5
16.0,234.0,3.0,5.0,99.0,2,5,0
15.0,381.0,12.0,3.75,1812.0,1,9,5
6.0,85.0,3.0,5.0,325.0,2,9,0
52.0,708.0,38.0,4.375,340.0,5,12,12
49.0,798.0,78.0,5.0,998.0,3,15,5
1.0,31.0,1.0,5.0,8.0,1,6,14
0.0,221.0,1.0,0.0,18.0,1,7,14
18.0,189.0,2.0,3.75,241.0,1,8,0
10.0,144.0,9.0,3.125,779.0,1,5,12
0.0,241.0,3.0,4.375,115.0,2,5,0
6.0,457.0,7.0,3.75,141.0,6,22,8
25.0,508.0,22.0,4.375,939.0,2,10,12
5.0,218.0,24.0,1.875,399.0,6,13,8
51.0,699.0,49.0,3.75,390.0,2,9,12
34.0,543.0,33.0,4.375,305.0,8,23,8
24.0,453.0,8.0,4.375,320.0,11,20,8
30.0,399.0,21.0,3.75,515.0,2,8,12
20.0,427.0,6.0,4.375,198.0,6,18,0
11.0,155.0,2.0,4.375,389.0,2,6,0
165.0,1909.0,65.0,3.75,1693.0,8,19,5
49.0,481.0,5.0,3.75,41.0,3,5,12
20.0,509.0,30.0,5.0,511.0,1,12,12
130.0,1979.0,48.0,4.375,2609.0,2,11,5
69.0,1176.0,73.0,3.75,1046.0,7,11,5
52.0,898.0,33.0,0.0,2277.0,5,14,4
118.0,1478.0,74.0,4.375,1843.0,5,10,5
9.0,205.0,4.0,3.75,386.0,3,11,0
9.0,118.0,4.0,0.0,169.0,1,4,11
58.0,550.0,2.0,3.75,417.0,6,11,12
23.0,1111.0,17.0,4.375,58.0,3,14,5
1.0,170.0,1.0,4.375,9.0,2,4,14
19.0,332.0,7.0,3.75,302.0,5,12,0
44.0,2257.0,359.0,3.75,13805.0,3,16,4
25.0,481.0,31.0,3.125,622.0,4,13,12
31.0,473.0,28.0,3.75,765.0,2,9,12
7.0,103.0,2.0,1.25,52.0,1,8,11
19.0,576.0,75.0,3.125,2079.0,4,10,5
15.0,297.0,32.0,3.75,153.0,5,7,12
4.0,80.0,1.0,3.75,45.0,1,4,0
9.0,282.0,5.0,4.375,99.0,2,8,0
75.0,1080.0,70.0,3.75,632.0,1,7,5
19.0,414.0,26.0,3.75,1088.0,2,15,12
0.0,175.0,1.0,3.75,1.0,2,8,14
44.0,810.0,37.0,4.375,1182.0,4,15,5
535.0,8624.0,88.0,5.0,5467.0,7,19,9
48.0,794.0,10.0,5.0,484.0,8,15,8
14.0,496.0,7.0,4.375,393.0,5,18,0
21.0,282.0,7.0,4.375,281.0,2,6,0
17.0,220.0,3.0,5.0,108.0,7,10,0
5.0,88.0,1.0,1.25,52.0,6,9,14
2.0,93.0,4.0,5.0,254.0,8,15,0
29.0,475.0,6.0,4.375,423.0,13,22,8
33.0,314.0,4.0,5.0,217.0,2,8,0
22.0,445.0,8.0,3.125,94.0,5,6,0
0.0,136.0,2.0,4.375,303.0,1,13,0
59.0,826.0,62.0,3.75,925.0,3,13,12
4.0,86.0,4.0,3.125,158.0,4,8,0
1.0,141.0,0.0,5.0,9.0,4,5,14
44.0,552.0,12.0,4.375,275.0,2,9,12
10.0,172.0,17.0,4.375,558.0,2,8,12
0.0,37.0,1.0,4.375,965.0,1,7,11
28.0,659.0,50.0,4.375,780.0,4,5,5
1.0,15.0,1.0,4.375,26.0,1,9,14
40.0,980.0,10.0,4.375,59.0,4,12,5
24.0,473.0,7.0,4.375,173.0,11,13,8
37.0,705.0,9.0,4.375,466.0,3,20,8
3.0,272.0,10.0,4.375,15.0,6,1,8
13.0,113.0,0.0,2.5,2.0,1,5,11
20.0,390.0,14.0,4.375,593.0,5,14,12
12.0,264.0,2.0,3.75,32.0,4,7,0
5.0,437.0,7.0,3.75,52.0,6,7,0
14.0,470.0,10.0,4.375,875.0,2,8,5
164.0,2111.0,107.0,4.375,772.0,4,8,5
1.0,153.0,3.0,4.375,355.0,2,11,0
46.0,700.0,48.0,4.375,5840.0,3,9,4
9.0,638.0,35.0,4.375,2000.0,5,12,5
69.0,736.0,16.0,4.375,328.0,2,14,12
1.0,18.0,1.0,4.375,4.0,1,4,14
5.0,75.0,1.0,2.5,52.0,1,5,11
19.0,208.0,11.0,4.375,3.0,1,3,12
13.0,339.0,10.0,4.375,485.0,2,10,0
25.0,502.0,45.0,4.375,965.0,3,21,12
8.0,130.0,1.0,3.75,38.0,4,10,0
44.0,572.0,37.0,3.75,1220.0,4,10,12
0.0,372.0,2.0,5.0,4.0,1,4,14
17.0,543.0,19.0,3.125,506.0,1,7,8
31.0,664.0,75.0,4.375,161.0,2,8,5
1.0,273.0,2.0,0.0,42.0,3,7,14
0.0,128.0,0.0,4.375,4.0,2,6,14
13.0,376.0,7.0,4.375,591.0,3,12,0
45.0,629.0,32.0,4.375,1043.0,4,19,12
0.0,64.0,2.0,4.375,2121.0,1,6,11
16.0,342.0,6.0,4.375,27.0,3,4,0
19.0,309.0,12.0,3.125,824.0,1,12,12
4.0,96.0,1.0,0.0,31.0,5,11,14
216.0,2213.0,43.0,0.0,610.0,7,22,9
3.0,67.0,2.0,3.75,94.0,1,7,0
0.0,276.0,1.0,4.375,6.0,2,5,14
11.0,431.0,1.0,3.75,15.0,2,10,0
11.0,234.0,6.0,3.75,1230.0,8,16,12
14.0,387.0,10.0,3.125,136.0,1,8,0
0.0,105.0,2.0,3.75,47.0,5,5,14
8.0,173.0,5.0,3.125,383.0,3,12,0
54.0,889.0,66.0,4.375,1218.0,5,12,5
0.0,128.0,0.0,5.0,6.0,1,3,14
1.0,55.0,4.0,3.125,445.0,1,4,0
6.0,85.0,1.0,3.125,194.0,2,10,0
58.0,627.0,24.0,4.375,394.0,2,7,12
7.0,193.0,5.0,3.125,14.0,4,6,0
2.0,191.0,5.0,5.0,245.0,1,5,0
27.0,298.0,9.0,4.375,1429.0,4,6,12
12.0,379.0,6.0,4.375,83.0,6,12,0
45.0,477.0,17.0,3.75,98.0,1,5,12
21.0,239.0,3.0,3.125,13.0,1,6,0
101.0,1382.0,90.0,5.0,1461.0,10,20,5
11.0,196.0,11.0,3.75,626.0,4,11,12
16.0,304.0,3.0,3.125,87.0,15,24,8
19.0,343.0,8.0,4.375,102.0,4,12,0
63.0,1074.0,82.0,4.375,3487.0,3,11,5
32.0,462.0,33.0,5.0,690.0,8,21,8
21.0,588.0,26.0,3.75,1221.0,7,12,5
18.0,404.0,17.0,4.375,817.0,3,11,12
31.0,434.0,19.0,3.125,294.0,2,11,12
17.0,301.0,23.0,3.75,773.0,1,7,12
21.0,243.0,3.0,3.75,48.0,6,10,0
9.0,225.0,17.0,5.0,222.0,2,7,12
17.0,247.0,21.0,4.375,848.0,2,8,12
10.0,213.0,9.0,4.375,356.0,4,14,0
16.0,339.0,9.0,5.0,465.0,4,12,0
23.0,489.0,43.0,2.5,454.0,3,10,12
72.0,1117.0,23.0,5.0,663.0,6,16,5
16.0,304.0,3.0,3.125,87.0,15,24,8
58.0,821.0,43.0,3.75,2259.0,2,8,5
32.0,499.0,24.0,4.375,904.0,3,11,12
8.0,243.0,32.0,4.375,119.0,2,12,12
7.0,98.0,2.0,3.125,48.0,1,5,0
19.0,371.0,7.0,4.375,343.0,3,8,0
54.0,482.0,0.0,3.125,2.0,2,2,12
0.0,23.0,1.0,0.0,162.0,1,7,11
9.0,460.0,23.0,4.375,654.0,1,10,5
75.0,1558.0,21.0,3.75,1142.0,2,17,5
3.0,43.0,2.0,3.75,79.0,3,11,0
1.0,90.0,4.0,0.0,3836.0,3,5,11
43.0,425.0,7.0,5.0,684.0,3,10,12
25.0,463.0,42.0,3.125,139.0,2,7,12
60.0,851.0,42.0,0.0,2530.0,2,5,4
0.0,17.0,3.0,0.0,63.0,2,8,14
75.0,819.0,26.0,4.375,489.0,7,17,5
9.0,422.0,19.0,4.375,340.0,1,4,5
51.0,703.0,44.0,3.75,1110.0,9,16,5
17.0,365.0,16.0,4.375,706.0,3,7,12
10.0,223.0,4.0,4.375,211.0,5,17,0
29.0,368.0,22.0,2.5,845.0,4,7,8
10.0,362.0,54.0,4.375,109.0,3,11,12
9.0,264.0,12.0,3.125,333.0,5,15,0
3.0,196.0,5.0,3.125,79.0,3,11,0
6.0,347.0,13.0,2.5,32.0,1,6,8
35.0,645.0,19.0,4.375,1275.0,13,25,8
4.0,191.0,15.0,4.375,894.0,4,12,12
38.0,859.0,13.0,5.0,484.0,5,15,8
28.0,515.0,9.0,4.375,297.0,8,10,0
22.0,545.0,65.0,4.375,414.0,6,11,12
27.0,242.0,0.0,0.0,60.0,2,4,11
2.0,56.0,5.0,3.75,135.0,1,3,0
17.0,367.0,13.0,4.375,918.0,1,11,12
1.0,28.0,4.0,5.0,72.0,5,10,0
7.0,212.0,4.0,4.375,107.0,3,8,0
110.0,1218.0,46.0,3.125,2913.0,4,13,4
17.0,339.0,8.0,3.125,66.0,3,5,0
4.0,241.0,10.0,3.75,49.0,2,10,0
44.0,745.0,41.0,4.375,1820.0,6,16,5
23.0,298.0,7.0,4.375,89.0,5,13,0
12.0,205.0,3.0,0.0,299.0,6,7,11
15.0,325.0,43.0,4.375,1050.0,5,9,12
20.0,534.0,11.0,0.0,2021.0,2,6,4
22.0,338.0,4.0,3.75,33.0,1,5,0
8.0,199.0,5.0,3.75,360.0,5,7,0
2.0,151.0,18.0,4.375,2669.0,8,13,5
14.0,258.0,4.0,4.375,160.0,3,15,0
2.0,41.0,5.0,5.0,109.0,2,8,0
16.0,381.0,2.0,4.375,34.0,1,8,0
35.0,588.0,55.0,4.375,179.0,3,13,12
80.0,1135.0,28.0,5.0,1312.0,10,20,5
15.0,349.0,40.0,4.375,691.0,3,18,12
17.0,281.0,8.0,4.375,210.0,11,15,8
0.0,222.0,0.0,0.0,7.0,1,6,14
0.0,209.0,1.0,4.375,13.0,1,3,14
0.0,310.0,0.0,3.75,2.0,1,2,14
12.0,327.0,37.0,4.375,971.0,3,9,12
38.0,438.0,13.0,0.0,465.0,2,5,8
0.0,232.0,1.0,0.0,16.0,1,4,14
1.0,29.0,4.0,0.0,57.0,6,11,14
18.0,331.0,5.0,3.75,100.0,4,6,0
16.0,179.0,4.0,3.75,855.0,4,13,12
5.0,114.0,2.0,4.375,68.0,5,12,0
0.0,68.0,1.0,4.375,23.0,2,6,14
1.0,247.0,1.0,3.75,124.0,3,6,0
15.0,282.0,8.0,5.0,1513.0,2,15,12
32.0,828.0,26.0,3.75,763.0,6,7,5
2.0,34.0,1.0,4.375,31.0,2,4,14
1.0,195.0,2.0,3.75,2.0,1,4,14
21.0,420.0,19.0,3.75,412.0,5,11,12
1.0,198.0,3.0,0.0,822.0,4,10,11
12.0,170.0,1.0,3.75,232.0,1,7,0
9.0,320.0,4.0,0.0,65.0,5,11,8
0.0,136.0,0.0,5.0,5.0,1,6,14
73.0,788.0,11.0,3.75,509.0,5,10,12
19.0,376.0,22.0,4.375,682.0,2,15,12
0.0,97.0,0.0,0.0,7.0,2,4,14
21.0,357.0,31.0,3.75,585.0,2,6,12
12.0,264.0,2.0,3.75,32.0,4,7,0
23.0,625.0,22.0,4.375,641.0,5,10,5
14.0,200.0,5.0,4.375,130.0,7,12,0
35.0,479.0,30.0,3.75,522.0,3,12,12
11.0,188.0,14.0,0.0,334.0,2,11,8
315.0,3354.0,94.0,4.375,1225.0,6,11,9
7.0,141.0,2.0,4.375,70.0,4,8,0
9.0,206.0,3.0,3.75,11.0,2,4,0
30.0,386.0,22.0,3.125,619.0,4,11,12
41.0,387.0,3.0,0.0,684.0,2,9,11
17.0,344.0,22.0,4.375,789.0,1,8,12
70.0,922.0,55.0,5.0,185.0,7,12,5
11.0,238.0,4.0,3.75,75.0,6,10,0
24.0,644.0,22.0,0.0,595.0,6,12,8
29.0,533.0,5.0,3.75,269.0,7,19,0
52.0,639.0,9.0,4.375,490.0,4,10,12
1.0,1099.0,3.0,3.125,33.0,1,5,9
75.0,1098.0,84.0,2.5,320.0,2,5,4
13.0,220.0,10.0,4.375,277.0,4,7,0
14.0,353.0,6.0,3.75,715.0,2,12,12
24.0,402.0,19.0,2.5,1020.0,10,11,8
12.0,346.0,4.0,3.75,130.0,3,7,0
6.0,247.0,1.0,0.0,4.0,3,3,11
49.0,942.0,36.0,3.75,1200.0,6,25,8
65.0,805.0,37.0,4.375,214.0,2,7,12
17.0,272.0,2.0,5.0,6.0,9,1,8
13.0,209.0,3.0,2.5,66.0,10,14,8
89.0,1291.0,79.0,4.375,884.0,3,11,5
2.0,53.0,1.0,4.375,29.0,6,7,14
12.0,305.0,29.0,3.75,1403.0,3,10,12
40.0,629.0,30.0,5.0,451.0,2,7,12
14.0,305.0,7.0,4.375,340.0,1,12,0
16.0,309.0,4.0,4.375,52.0,4,11,0
6.0,125.0,16.0,4.375,646.0,4,10,12
5.0,192.0,5.0,4.375,86.0,3,7,0
16.0,242.0,19.0,4.375,541.0,5,4,12
78.0,900.0,34.0,4.375,890.0,3,11,5
26.0,489.0,19.0,3.75,955.0,5,13,12
11.0,431.0,1.0,3.75,15.0,2,10,0
15.0,1312.0,234.0,0.0,8945.0,1,8,4
11.0,281.0,7.0,5.0,341.0,3,8,0
14.0,285.0,6.0,5.0,6.0,3,13,0
11.0,137.0,3.0,3.125,20.0,1,5,0
37.0,891.0,33.0,2.5,1073.0,8,18,8
119.0,1673.0,130.0,4.375,1665.0,3,16,5
37.0,718.0,50.0,3.75,839.0,5,22,12
12.0,274.0,8.0,4.375,162.0,4,10,0
8.0,119.0,12.0,5.0,62.0,2,3,12
19.0,316.0,6.0,4.375,87.0,4,12,0
11.0,158.0,7.0,0.0,70.0,1,4,11
51.0,1084.0,40.0,0.0,788.0,2,10,8
24.0,366.0,19.0,4.375,729.0,3,14,12
58.0,1084.0,53.0,4.375,590.0,5,10,5
4.0,153.0,6.0,3.75,839.0,2,10,12
16.0,369.0,13.0,3.75,730.0,5,12,12
11.0,371.0,27.0,4.375,517.0,2,13,12
29.0,413.0,12.0,4.375,594.0,1,9,12
65.0,877.0,17.0,5.0,449.0,6,20,5
70.0,935.0,10.0,5.0,386.0,5,17,5
1.0,21.0,2.0,3.125,19.0,4,10,14
37.0,617.0,49.0,3.75,307.0,5,12,12
12.0,271.0,11.0,4.375,159.0,3,12,0
17.0,209.0,3.0,3.75,11.0,2,6,0
14.0,153.0,7.0,0.0,35.0,1,10,11
55.0,753.0,47.0,4.375,266.0,2,8,12
13.0,257.0,9.0,4.375,607.0,8,11,0
20.0,403.0,19.0,3.75,475.0,1,5,12
32.0,459.0,37.0,4.375,830.0,4,11,12
6.0,56.0,1.0,0.0,14.0,1,3,11
14.0,256.0,19.0,4.375,659.0,1,5,12
17.0,513.0,60.0,3.125,617.0,3,17,12
57.0,740.0,27.0,3.125,1477.0,6,13,12
27.0,302.0,7.0,0.0,553.0,2,8,11
31.0,323.0,6.0,0.0,525.0,8,11,8
12.0,224.0,10.0,4.375,557.0,1,6,12
28.0,559.0,36.0,3.75,512.0,1,9,12
10.0,206.0,22.0,4.375,51.0,3,7,12
37.0,455.0,12.0,0.0,1410.0,8,14,8
8.0,141.0,3.0,3.75,34.0,4,10,0
33.0,451.0,28.0,4.375,394.0,3,9,12
25.0,533.0,6.0,4.375,130.0,2,7,0
42.0,507.0,12.0,4.375,699.0,6,6,12
1.0,150.0,2.0,5.0,3.0,1,7,14
19.0,338.0,10.0,5.0,274.0,5,13,0
30.0,517.0,46.0,3.75,1227.0,2,7,12
37.0,509.0,26.0,4.375,416.0,2,12,12
16.0,342.0,6.0,4.375,27.0,3,4,0
3.0,210.0,4.0,3.125,292.0,3,8,0
35.0,709.0,41.0,3.75,3720.0,7,14,4
0.0,208.0,1.0,3.75,1.0,1,6,14
23.0,324.0,5.0,3.75,513.0,5,11,0
25.0,428.0,13.0,4.375,505.0,4,7,12
16.0,657.0,53.0,5.0,4991.0,2,9,4
51.0,792.0,58.0,3.75,2000.0,8,20,5
0.0,167.0,0.0,3.75,20.0,1,7,14
17.0,220.0,3.0,5.0,108.0,7,10,0
42.0,558.0,36.0,4.375,509.0,1,10,12
15.0,176.0,3.0,3.125,5.0,3,5,0
21.0,490.0,11.0,5.0,140.0,4,9,0
45.0,418.0,1.0,4.375,335.0,2,6,12
12.0,195.0,2.0,4.375,38.0,4,12,0
39.0,440.0,7.0,3.125,415.0,1,4,12
0.0,5.0,0.0,0.0,34.0,4,2,14
0.0,213.0,0.0,4.375,2.0,2,4,14
10.0,275.0,2.0,3.125,901.0,2,10,11
25.0,554.0,7.0,3.75,455.0,4,12,0
0.0,169.0,1.0,4.375,5.0,3,5,14
50.0,498.0,6.0,3.125,45.0,1,5,12
32.0,630.0,75.0,5.0,518.0,7,14,5
87.0,1167.0,41.0,3.75,383.0,7,14,5
13.0,205.0,11.0,3.125,257.0,1,3,0
28.0,257.0,0.0,2.5,313.0,1,6,11
0.0,198.0,1.0,0.0,12.0,1,5,14
0.0,162.0,2.0,4.375,60.0,1,5,14
0.0,200.0,0.0,5.0,4.0,3,12,14
12.0,594.0,28.0,3.75,691.0,2,8,5
29.0,514.0,19.0,3.75,394.0,1,7,12
22.0,401.0,35.0,3.75,787.0,4,11,12
55.0,678.0,39.0,5.0,1395.0,1,9,5
20.0,354.0,6.0,4.375,226.0,4,18,0
46.0,463.0,8.0,4.375,797.0,3,17,12
14.0,323.0,5.0,4.375,295.0,4,9,0
0.0,16.0,1.0,3.75,2388.0,1,8,11
17.0,257.0,5.0,4.375,15.0,7,12,0
26.0,520.0,29.0,5.0,159.0,2,6,12
2.0,58.0,2.0,5.0,661.0,3,13,12
3.0,113.0,5.0,0.0,228.0,1,9,11
6.0,242.0,5.0,5.0,460.0,3,9,0
31.0,539.0,25.0,3.125,535.0,3,10,12
2.0,77.0,5.0,3.75,181.0,4,13,0
29.0,403.0,13.0,3.125,83.0,5,13,12
1.0,43.0,5.0,4.375,92.0,9,11,0
25.0,627.0,33.0,5.0,1125.0,7,17,5
0.0,373.0,2.0,5.0,4.0,2,6,14
13.0,294.0,16.0,3.75,1443.0,4,11,12
102.0,2988.0,48.0,4.375,2609.0,9,11,9
6.0,150.0,1.0,0.0,196.0,2,9,11
13.0,231.0,3.0,3.75,43.0,1,5,0
31.0,335.0,4.0,5.0,250.0,4,12,0
56.0,639.0,30.0,4.375,590.0,7,15,12
17.0,303.0,8.0,3.75,134.0,2,5,0
6.0,213.0,4.0,0.0,4.0,1,6,11
19.0,561.0,49.0,5.0,2038.0,6,24,5
11.0,131.0,4.0,4.375,193.0,4,13,0
2.0,290.0,11.0,3.75,454.0,3,13,0
17.0,705.0,67.0,4.375,1452.0,7,10,5
9.0,136.0,4.0,4.375,18.0,1,6,0
20.0,206.0,4.0,5.0,16.0,3,8,0
64.0,988.0,55.0,4.375,730.0,2,15,5
13.0,255.0,9.0,5.0,408.0,5,11,0
31.0,355.0,3.0,4.375,56.0,5,9,0
12.0,161.0,6.0,3.125,199.0,3,4,0
12.0,206.0,6.0,4.375,172.0,4,9,0
79.0,945.0,13.0,4.375,952.0,2,10,5
24.0,579.0,23.0,5.0,964.0,6,16,8
69.0,857.0,34.0,4.375,146.0,6,19,5
