fat,calories,protein,rating,sodium,len_directions,len_ingredients,cluster
3.0,305.0,1.0,4.375,30.0,3,3,14
19.0,240.0,12.0,5.0,797.0,5,10,12
8.0,129.0,1.0,0.0,24.0,4,6,11
24.0,528.0,47.0,4.375,1387.0,5,17,12
10.0,274.0,4.0,0.0,185.0,11,10,8
13.0,376.0,7.0,4.375,591.0,3,12,0
15.0,289.0,26.0,4.375,1507.0,4,14,12
12.0,230.0,9.0,4.375,177.0,5,11,0
23.0,353.0,31.0,4.375,294.0,2,7,12
2.0,268.0,2.0,4.375,8.0,2,7,14
23.0,474.0,6.0,3.75,161.0,5,14,0
7.0,101.0,1.0,5.0,6.0,1,9,0
2.0,166.0,4.0,4.375,139.0,1,8,0
23.0,221.0,3.0,4.375,1255.0,1,5,11
75.0,1135.0,40.0,5.0,1785.0,5,21,5
21.0,387.0,23.0,4.375,1840.0,9,15,5
26.0,586.0,35.0,4.375,1106.0,3,8,12
48.0,735.0,61.0,3.75,1291.0,3,10,5
16.0,306.0,13.0,2.5,256.0,2,9,0
46.0,472.0,12.0,3.75,736.0,1,7,12
5.0,88.0,2.0,4.375,446.0,3,9,0
34.0,507.0,8.0,3.75,443.0,3,10,12
1.0,15.0,1.0,4.375,26.0,1,9,14
9.0,272.0,1.0,5.0,8.0,5,9,0
7.0,344.0,14.0,3.75,627.0,7,5,8
47.0,560.0,7.0,4.375,410.0,7,17,12
0.0,257.0,1.0,5.0,7.0,2,10,14
34.0,480.0,5.0,4.375,20.0,6,12,0
30.0,468.0,30.0,3.75,1487.0,7,10,12
2.0,22.0,1.0,3.75,68.0,2,6,0
43.0,761.0,40.0,3.75,499.0,4,11,12
19.0,277.0,12.0,3.125,345.0,2,4,12
10.0,269.0,1.0,0.0,21.0,7,9,8
16.0,312.0,8.0,4.375,217.0,3,7,0
0.0,305.0,1.0,3.75,7.0,2,4,14
3.0,129.0,2.0,2.5,63.0,2,5,14
14.0,331.0,13.0,3.125,1265.0,2,14,12
8.0,146.0,2.0,5.0,101.0,5,12,0
24.0,329.0,4.0,3.75,661.0,5,7,12
4.0,95.0,1.0,3.75,46.0,7,12,14
8.0,245.0,10.0,3.75,723.0,3,12,12
3.0,179.0,5.0,3.75,65.0,2,7,0
18.0,752.0,11.0,3.125,386.0,7,25,8
18.0,356.0,7.0,3.75,213.0,6,9,0
0.0,168.0,0.0,5.0,1.0,1,4,14
26.0,695.0,54.0,4.375,628.0,4,13,5
7.0,261.0,2.0,3.75,70.0,5,15,0
22.0,214.0,2.0,3.75,34.0,1,6,0
38.0,532.0,17.0,3.75,1406.0,2,13,12
11.0,259.0,30.0,5.0,371.0,4,17,12
5.0,60.0,3.0,4.375,155.0,3,10,0
24.0,479.0,42.0,4.375,263.0,10,20,5
5.0,166.0,18.0,4.375,961.0,3,12,12
34.0,791.0,44.0,0.0,2354.0,10,12,4
13.0,296.0,7.0,3.125,84.0,6,7,0
15.0,345.0,37.0,4.375,306.0,4,9,12
21.0,374.0,10.0,4.375,1324.0,7,16,12
22.0,363.0,5.0,5.0,28.0,7,14,0
1.0,264.0,9.0,4.375,2.0,3,3,0
23.0,324.0,5.0,3.75,513.0,5,11,0
49.0,757.0,7.0,4.375,165.0,5,23,8
12.0,476.0,24.0,3.75,611.0,4,9,5
7.0,240.0,5.0,5.0,11.0,2,3,0
9.0,265.0,4.0,5.0,71.0,1,3,0
14.0,231.0,5.0,2.5,40.0,4,9,0
9.0,221.0,21.0,2.5,940.0,3,10,8
11.0,336.0,5.0,4.375,46.0,2,7,0
15.0,312.0,17.0,3.75,583.0,2,6,12
21.0,319.0,9.0,4.375,446.0,4,13,0
85.0,851.0,17.0,4.375,427.0,1,6,5
34.0,510.0,28.0,4.375,812.0,1,9,12
0.0,132.0,1.0,0.0,42.0,1,5,14
14.0,357.0,51.0,5.0,342.0,1,9,12
4.0,267.0,10.0,4.375,79.0,1,8,0
59.0,843.0,59.0,2.5,351.0,4,15,12
12.0,178.0,3.0,4.375,844.0,3,18,12
43.0,842.0,46.0,3.75,1399.0,5,11,5
77.0,905.0,45.0,4.375,247.0,3,8,5
2.0,589.0,4.0,3.75,89.0,8,20,5
11.0,248.0,8.0,3.75,650.0,3,8,12
34.0,678.0,7.0,4.375,380.0,9,18,8
17.0,192.0,2.0,3.75,207.0,1,6,0
15.0,208.0,9.0,3.125,1020.0,2,7,12
36.0,813.0,25.0,4.375,788.0,3,11,5
52.0,649.0,35.0,4.375,791.0,3,14,12
15.0,192.0,2.0,5.0,86.0,12,9,8
6.0,215.0,29.0,5.0,970.0,5,6,12
49.0,1829.0,59.0,4.375,3536.0,6,11,9
17.0,254.0,8.0,3.75,781.0,1,14,12
17.0,518.0,7.0,4.375,364.0,4,18,0
100.0,1278.0,68.0,3.75,680.0,2,13,5
25.0,467.0,7.0,4.375,81.0,5,13,0
13.0,276.0,8.0,3.75,512.0,7,7,0
0.0,54.0,3.0,4.375,63.0,2,6,0
6.0,180.0,4.0,4.375,38.0,2,4,0
29.0,400.0,25.0,4.375,1044.0,2,11,12
5.0,116.0,16.0,0.0,132.0,3,10,8
20.0,273.0,5.0,3.75,280.0,6,20,0
37.0,364.0,6.0,5.0,778.0,1,6,12
36.0,354.0,1.0,3.75,51.0,1,6,12
23.0,260.0,13.0,5.0,3.0,1,2,12
27.0,278.0,2.0,3.75,472.0,1,6,12
21.0,398.0,11.0,3.125,67.0,3,4,0
3.0,38.0,1.0,3.75,43.0,3,8,14
21.0,810.0,46.0,3.75,1174.0,2,7,5
65.0,667.0,7.0,4.375,182.0,1,6,12
14.0,214.0,9.0,4.375,207.0,4,12,0
1.0,32.0,1.0,0.0,362.0,3,5,11
5.0,57.0,2.0,4.375,98.0,2,5,0
55.0,1059.0,14.0,1.25,101.0,6,17,8
191.0,3480.0,406.0,3.75,2027.0,5,12,9
37.0,623.0,31.0,4.375,1298.0,1,7,12
15.0,341.0,25.0,3.125,696.0,3,6,12
14.0,155.0,4.0,4.375,115.0,3,7,0
2.0,59.0,1.0,4.375,23.0,5,12,14
23.0,566.0,6.0,4.375,353.0,6,15,0
91.0,1223.0,84.0,4.375,1581.0,12,10,4
13.0,353.0,3.0,3.75,147.0,6,10,0
3.0,39.0,2.0,0.0,8.0,2,4,14
63.0,600.0,2.0,3.75,647.0,2,7,12
9.0,235.0,35.0,3.75,269.0,3,12,12
23.0,264.0,7.0,4.375,175.0,4,11,0
9.0,142.0,10.0,1.875,370.0,2,9,8
23.0,333.0,32.0,3.75,467.0,3,7,12
56.0,1180.0,95.0,4.375,1664.0,5,16,5
30.0,576.0,41.0,4.375,884.0,6,15,12
15.0,314.0,5.0,4.375,100.0,1,6,0
27.0,426.0,5.0,1.25,160.0,5,9,8
51.0,980.0,44.0,5.0,831.0,11,19,5
6.0,252.0,1.0,4.375,74.0,2,12,0
24.0,386.0,6.0,4.375,136.0,7,7,0
22.0,387.0,6.0,5.0,68.0,3,8,0
7.0,317.0,27.0,4.375,611.0,5,14,12
16.0,233.0,3.0,5.0,196.0,1,4,0
27.0,560.0,7.0,2.5,226.0,4,18,8
12.0,161.0,9.0,4.375,23.0,4,4,0
13.0,278.0,7.0,4.375,66.0,1,10,0
6.0,120.0,16.0,4.375,139.0,3,10,12
19.0,280.0,3.0,0.0,90.0,8,15,8
10.0,153.0,1.0,1.875,241.0,1,3,11
0.0,238.0,0.0,4.375,4.0,1,10,14
11.0,206.0,1.0,4.375,20.0,3,5,0
0.0,47.0,1.0,4.375,541.0,2,7,12
18.0,267.0,9.0,4.375,438.0,6,17,0
1.0,132.0,5.0,1.875,32.0,1,7,11
4.0,80.0,5.0,3.75,92.0,2,5,0
1.0,20.0,1.0,5.0,1.0,1,4,14
11.0,395.0,9.0,4.375,687.0,3,13,0
53.0,749.0,10.0,4.375,456.0,4,16,5
95.0,1085.0,40.0,4.375,479.0,5,10,5
0.0,283.0,0.0,4.375,15.0,1,4,14
37.0,883.0,51.0,3.125,1855.0,5,9,5
69.0,1573.0,31.0,3.75,777.0,3,11,5
127.0,1724.0,73.0,3.75,1824.0,11,23,5
29.0,527.0,28.0,3.125,475.0,4,10,12
4.0,267.0,1.0,5.0,1162.0,2,8,11
21.0,222.0,7.0,4.375,281.0,1,7,0
26.0,232.0,0.0,5.0,187.0,2,10,0
6.0,120.0,2.0,3.75,34.0,4,8,0
3.0,380.0,1.0,5.0,14.0,1,8,14
19.0,271.0,5.0,3.75,242.0,3,13,0
45.0,797.0,10.0,4.375,351.0,11,27,8
9.0,324.0,42.0,5.0,209.0,5,10,12
13.0,152.0,3.0,4.375,694.0,4,8,12
10.0,146.0,5.0,3.75,47.0,4,10,0
73.0,1019.0,62.0,4.375,1909.0,6,15,5
1.0,439.0,8.0,0.0,13.0,1,2,8
27.0,490.0,50.0,3.75,173.0,1,7,12
72.0,671.0,1.0,3.75,22.0,2,6,12
3.0,97.0,2.0,3.125,24.0,4,4,14
0.0,185.0,1.0,3.125,4.0,2,6,14
4.0,104.0,5.0,3.75,969.0,2,6,11
23.0,554.0,9.0,4.375,116.0,10,14,0
57.0,984.0,75.0,4.375,605.0,3,12,5
17.0,212.0,11.0,2.5,383.0,3,7,0
20.0,185.0,0.0,4.375,2.0,1,8,0
94.0,1150.0,60.0,3.75,2491.0,11,17,4
4.0,169.0,9.0,3.75,83.0,5,7,0
31.0,496.0,7.0,4.375,221.0,3,10,0
12.0,198.0,6.0,5.0,402.0,6,11,0
71.0,1167.0,50.0,5.0,1789.0,3,28,8
1610.0,16761.0,477.0,4.375,3097.0,9,13,13
11.0,356.0,4.0,4.375,198.0,1,4,0
11.0,142.0,5.0,4.375,29.0,3,4,0
16.0,272.0,5.0,4.375,4.0,2,5,0
15.0,928.0,11.0,3.75,88.0,3,10,5
12.0,158.0,3.0,4.375,304.0,4,10,0
12.0,424.0,12.0,3.75,164.0,1,6,0
38.0,654.0,6.0,4.375,99.0,3,10,0
19.0,433.0,4.0,4.375,157.0,4,11,0
20.0,181.0,0.0,3.75,8.0,2,3,0
20.0,518.0,39.0,3.75,221.0,2,8,12
12.0,164.0,2.0,4.375,138.0,2,6,0
151.0,1814.0,78.0,4.375,1673.0,4,14,5
16.0,185.0,6.0,5.0,517.0,2,8,0
13.0,219.0,5.0,4.375,48.0,3,6,0
6.0,177.0,9.0,3.125,645.0,5,17,0
17.0,248.0,9.0,5.0,373.0,4,25,8
36.0,396.0,15.0,5.0,60.0,5,12,12
36.0,345.0,1.0,3.75,16.0,1,7,12
12.0,191.0,4.0,3.125,121.0,3,9,0
25.0,687.0,48.0,4.375,1892.0,6,14,5
19.0,358.0,12.0,3.75,627.0,1,11,12
30.0,360.0,3.0,3.75,123.0,2,4,0
18.0,361.0,15.0,4.375,519.0,6,15,12
82.0,776.0,5.0,4.375,168.0,1,9,5
17.0,278.0,4.0,4.375,290.0,8,13,0
6.0,280.0,4.0,3.75,126.0,1,5,0
27.0,607.0,11.0,4.375,1009.0,1,6,5
59.0,940.0,65.0,5.0,1264.0,3,11,5
2.0,70.0,5.0,2.5,55.0,1,5,0
23.0,436.0,7.0,4.375,19.0,5,13,0
69.0,1287.0,47.0,4.375,2669.0,5,14,5
77.0,1033.0,48.0,5.0,160.0,7,13,5
9.0,113.0,2.0,3.75,91.0,7,18,0
20.0,403.0,20.0,5.0,233.0,1,10,12
5.0,116.0,16.0,0.0,132.0,3,10,8
25.0,469.0,39.0,0.0,675.0,9,17,8
0.0,107.0,1.0,3.75,10.0,1,3,14
57.0,691.0,37.0,4.375,166.0,2,7,12
8.0,167.0,3.0,0.0,121.0,3,5,11
27.0,578.0,55.0,4.375,870.0,3,12,12
164.0,2154.0,63.0,3.75,3215.0,8,14,9
24.0,443.0,29.0,0.0,116178.0,7,20,2
8.0,227.0,3.0,5.0,90.0,2,6,0
1.0,26.0,2.0,3.75,50.0,1,10,14
18.0,219.0,8.0,3.75,527.0,2,11,0
14.0,325.0,6.0,3.75,92.0,5,9,0
19.0,356.0,36.0,3.75,110.0,5,7,12
16.0,267.0,16.0,3.75,86.0,8,11,8
40.0,568.0,8.0,3.75,172.0,4,8,0
28.0,319.0,12.0,4.375,824.0,1,15,12
75.0,1092.0,82.0,3.75,1301.0,2,12,5
44.0,550.0,5.0,4.375,26.0,4,15,12
26.0,299.0,8.0,3.75,317.0,4,6,0
14.0,278.0,3.0,3.125,10.0,3,4,0
6.0,218.0,31.0,4.375,214.0,2,8,12
48.0,1104.0,64.0,5.0,9478.0,11,14,4
0.0,232.0,1.0,0.0,2.0,6,7,14
1.0,287.0,1.0,4.375,12.0,3,14,14
16.0,357.0,5.0,4.375,78.0,3,17,0
25.0,231.0,1.0,4.375,292.0,1,7,0
100.0,1407.0,110.0,4.375,508.0,3,7,5
10.0,188.0,23.0,0.0,843.0,2,2,8
44.0,410.0,5.0,4.375,360.0,2,8,12
74.0,850.0,31.0,4.375,2228.0,3,17,5
1.0,221.0,5.0,3.75,332.0,1,4,0
64.0,776.0,48.0,4.375,702.0,6,9,12
151.0,2539.0,43.0,4.375,3525.0,3,9,9
4.0,52.0,5.0,3.75,55.0,3,6,0
1.0,236.0,2.0,4.375,85.0,1,11,0
0.0,655.0,2.0,5.0,15.0,2,5,14
20.0,499.0,8.0,4.375,398.0,5,10,0
7.0,201.0,4.0,3.75,255.0,2,8,0
0.0,38.0,1.0,5.0,4.0,1,10,14
63.0,811.0,54.0,4.375,392.0,1,14,5
19.0,552.0,26.0,4.375,895.0,4,12,5
13.0,293.0,30.0,3.75,665.0,3,12,12
10.0,213.0,4.0,4.375,224.0,6,11,0
34.0,510.0,24.0,3.75,651.0,2,9,12
7.0,232.0,5.0,3.75,452.0,3,7,0
31.0,648.0,70.0,4.375,459.0,6,11,12
36.0,368.0,5.0,3.75,472.0,1,9,12
61.0,838.0,15.0,3.75,316.0,6,19,8
1.0,85.0,1.0,5.0,988.0,2,8,11
35.0,720.0,33.0,4.375,1224.0,4,17,5
97.0,1585.0,15.0,5.0,921.0,5,22,5
48.0,819.0,55.0,3.125,1751.0,6,5,5
52.0,864.0,10.0,4.375,408.0,11,26,8
43.0,598.0,16.0,3.75,456.0,3,12,12
0.0,74.0,0.0,0.0,1.0,1,5,14
33.0,434.0,21.0,4.375,1249.0,3,12,12
33.0,710.0,44.0,3.75,1287.0,1,15,5
2.0,31.0,2.0,5.0,101.0,4,11,0
7.0,381.0,51.0,4.375,1850.0,4,15,5
14.0,166.0,4.0,3.125,108.0,2,4,0
87.0,1010.0,44.0,4.375,1385.0,3,15,5
25.0,559.0,21.0,4.375,1258.0,6,18,12
24.0,457.0,40.0,4.375,1271.0,6,15,12
13.0,239.0,7.0,5.0,323.0,7,14,0
1.0,47.0,1.0,0.0,3.0,3,10,14
82.0,1272.0,83.0,4.375,393.0,6,11,5
0.0,225.0,2.0,0.0,24.0,1,5,14
30.0,859.0,35.0,4.375,1018.0,6,22,5
14.0,502.0,85.0,5.0,2900.0,6,8,5
20.0,296.0,19.0,4.375,676.0,2,16,12
27.0,325.0,4.0,4.375,562.0,2,8,12
17.0,518.0,14.0,4.375,772.0,2,8,5
26.0,232.0,0.0,5.0,187.0,2,10,0
36.0,600.0,10.0,2.5,67.0,2,10,8
69.0,959.0,75.0,5.0,1235.0,3,10,5
4.0,62.0,2.0,3.75,63.0,4,11,14
19.0,267.0,8.0,4.375,209.0,3,10,0
1.0,287.0,1.0,4.375,12.0,3,14,14
14.0,309.0,8.0,2.5,89.0,2,5,0
78.0,1208.0,50.0,3.75,2560.0,6,16,5
13.0,202.0,5.0,5.0,137.0,4,12,0
40.0,558.0,18.0,3.75,687.0,7,13,12
5.0,253.0,1.0,0.0,13.0,3,9,8
6.0,158.0,6.0,4.375,30.0,4,12,0
1.0,31.0,1.0,5.0,8.0,1,6,14
2.0,302.0,55.0,3.75,1600.0,6,17,5
56.0,821.0,47.0,5.0,356.0,5,14,12
30.0,483.0,46.0,3.75,567.0,5,9,12
3.0,65.0,2.0,4.375,20.0,2,6,14
10.0,404.0,18.0,3.125,1305.0,1,13,12
21.0,367.0,9.0,3.75,204.0,6,10,0
52.0,724.0,34.0,3.75,685.0,3,7,12
43.0,691.0,40.0,4.375,1102.0,4,14,12
19.0,177.0,1.0,0.0,251.0,1,10,11
0.0,131.0,1.0,5.0,5.0,2,4,14
9.0,130.0,9.0,5.0,369.0,4,16,0
37.0,450.0,15.0,4.375,675.0,2,10,12
0.0,76.0,2.0,4.375,2978.0,4,6,11
1.0,289.0,2.0,5.0,441.0,5,13,0
49.0,713.0,35.0,3.75,966.0,5,18,12
33.0,629.0,17.0,5.0,1376.0,5,12,5
38.0,769.0,65.0,3.75,6154.0,4,11,4
15.0,168.0,5.0,3.75,165.0,1,7,0
35.0,505.0,28.0,4.375,249.0,4,8,12
12.0,205.0,2.0,4.375,174.0,1,10,0
201.0,5449.0,62.0,0.0,3709.0,5,22,9
15.0,406.0,55.0,4.375,321.0,4,11,12
11.0,158.0,6.0,0.0,284.0,6,14,8
22.0,540.0,55.0,5.0,1309.0,2,7,5
21.0,700.0,20.0,5.0,1869.0,3,12,5
18.0,204.0,7.0,4.375,286.0,3,9,0
25.0,259.0,7.0,4.375,163.0,2,6,0
22.0,222.0,1.0,4.375,23.0,2,3,0
76.0,1133.0,69.0,4.375,917.0,5,28,5
17.0,207.0,11.0,4.375,578.0,4,7,12
17.0,330.0,15.0,4.375,240.0,5,13,12
1.0,10.0,0.0,0.0,3.0,2,9,14
13.0,276.0,11.0,4.375,249.0,1,5,0
12.0,345.0,53.0,4.375,474.0,6,16,12
24.0,567.0,22.0,3.75,1066.0,6,18,8
1.0,569.0,3.0,5.0,101.0,2,7,5
61.0,848.0,40.0,4.375,1378.0,9,21,5
13.0,173.0,6.0,3.125,367.0,3,7,0
96.0,1405.0,17.0,3.75,597.0,3,6,5
16.0,1021.0,39.0,3.75,1551.0,5,10,5
14.0,259.0,4.0,3.75,13.0,3,6,0
43.0,507.0,27.0,5.0,721.0,5,12,12
24.0,442.0,7.0,3.125,276.0,8,13,0
38.0,519.0,32.0,4.375,1202.0,4,12,12
6.0,136.0,5.0,4.375,157.0,4,10,0
19.0,329.0,3.0,3.125,100.0,7,9,0
60.0,639.0,19.0,4.375,1004.0,1,3,12
71.0,897.0,51.0,4.375,957.0,3,18,5
22.0,456.0,5.0,4.375,335.0,4,14,0
13.0,301.0,5.0,5.0,287.0,5,13,0
16.0,363.0,4.0,4.375,689.0,3,12,12
32.0,371.0,11.0,5.0,234.0,6,22,8
2.0,42.0,1.0,3.125,102.0,4,9,0
30.0,550.0,13.0,5.0,301.0,5,12,0
71.0,962.0,40.0,4.375,5781.0,18,28,4
49.0,656.0,23.0,4.375,504.0,5,12,12
1.0,35.0,1.0,5.0,558.0,3,5,12
16.0,334.0,5.0,5.0,612.0,5,10,0
0.0,247.0,1.0,0.0,4.0,5,8,14
34.0,537.0,6.0,5.0,163.0,5,19,0
17.0,430.0,6.0,5.0,325.0,4,10,0
56.0,874.0,46.0,4.375,1482.0,4,20,5
31.0,504.0,33.0,4.375,822.0,2,8,12
156.0,1775.0,48.0,4.375,1692.0,11,11,9
1.0,43.0,3.0,3.75,131.0,3,15,0
22.0,457.0,31.0,3.75,1159.0,1,8,12
0.0,325.0,1.0,4.375,5.0,1,5,14
13.0,361.0,37.0,4.375,94.0,4,9,12
31.0,270.0,0.0,4.375,4.0,2,2,12
23.0,364.0,5.0,5.0,106.0,4,18,0
21.0,220.0,1.0,5.0,330.0,3,8,0
1.0,218.0,6.0,0.0,3.0,1,4,11
26.0,421.0,12.0,5.0,965.0,5,14,12
3.0,40.0,2.0,4.375,49.0,3,7,14
75.0,1300.0,57.0,5.0,1157.0,5,16,5
14.0,175.0,11.0,0.0,315.0,1,4,8
18.0,283.0,4.0,4.375,135.0,3,16,0
28.0,309.0,4.0,4.375,110.0,1,4,0
14.0,383.0,13.0,4.375,63.0,1,7,0
12.0,453.0,18.0,4.375,466.0,3,6,5
10.0,282.0,8.0,3.125,366.0,2,7,0
92.0,1227.0,68.0,3.75,253.0,2,12,5
2.0,32.0,2.0,3.75,71.0,3,10,14
23.0,297.0,6.0,2.5,123.0,4,13,0
26.0,425.0,5.0,5.0,301.0,4,12,0
27.0,591.0,49.0,4.375,529.0,2,12,12
1.0,21.0,3.0,0.0,60.0,5,8,14
11.0,240.0,5.0,4.375,17.0,5,10,0
7.0,130.0,2.0,3.75,92.0,4,12,0
19.0,208.0,11.0,4.375,3.0,1,3,12
1.0,201.0,2.0,0.0,6.0,2,5,14
52.0,744.0,36.0,4.375,329.0,1,13,12
7.0,143.0,8.0,4.375,815.0,3,4,12
1.0,234.0,1.0,4.375,4.0,1,3,14
9.0,162.0,5.0,4.375,81.0,3,19,0
57.0,637.0,4.0,3.75,575.0,2,5,12
1.0,19.0,1.0,4.375,36.0,3,9,14
7.0,142.0,10.0,3.125,870.0,1,8,12
6.0,108.0,2.0,4.375,68.0,1,13,0
21.0,406.0,19.0,2.5,1384.0,1,14,8
2.0,98.0,8.0,3.75,1091.0,3,10,12
11.0,292.0,8.0,5.0,226.0,8,9,0
16.0,306.0,7.0,3.75,116.0,5,11,0
0.0,33.0,0.0,0.0,2.0,3,5,14
19.0,430.0,9.0,3.125,364.0,3,8,0
7.0,138.0,4.0,2.5,1120.0,5,13,11
32.0,595.0,26.0,3.75,1308.0,5,6,5
0.0,41.0,0.0,4.375,1.0,3,2,14
18.0,348.0,11.0,3.75,329.0,2,9,0
4.0,275.0,5.0,4.375,397.0,1,4,0
3.0,28.0,0.0,3.75,5.0,2,3,0
9.0,127.0,10.0,5.0,328.0,4,11,0
2.0,52.0,1.0,3.75,36.0,4,9,14
10.0,330.0,11.0,4.375,994.0,7,17,12
27.0,628.0,28.0,3.75,678.0,1,12,8
1.0,230.0,2.0,4.375,8.0,1,7,14
39.0,538.0,14.0,3.75,594.0,4,9,12
23.0,502.0,11.0,4.375,675.0,3,17,0
14.0,470.0,10.0,4.375,875.0,2,8,5
32.0,424.0,12.0,4.375,477.0,2,8,12
11.0,274.0,21.0,3.75,453.0,1,10,12
0.0,140.0,1.0,3.75,4.0,2,10,14
35.0,1089.0,161.0,5.0,4136.0,2,15,4
29.0,558.0,32.0,3.75,1308.0,2,8,12
17.0,217.0,13.0,3.75,194.0,1,4,12
26.0,375.0,18.0,4.375,681.0,7,10,12
18.0,363.0,10.0,3.125,312.0,3,4,0
21.0,276.0,7.0,4.375,80.0,6,9,0
1.0,266.0,8.0,4.375,685.0,3,8,12
6.0,272.0,29.0,3.75,600.0,5,8,12
0.0,88.0,2.0,5.0,299.0,5,4,0
1.0,31.0,1.0,3.125,837.0,2,6,11
3.0,70.0,2.0,0.0,471.0,3,3,11
1.0,21.0,3.0,0.0,60.0,5,8,14
25.0,416.0,18.0,4.375,896.0,6,10,12
3.0,61.0,5.0,3.75,190.0,3,6,0
4.0,120.0,5.0,0.0,223.0,4,7,11
4.0,130.0,6.0,4.375,328.0,1,9,0
14.0,256.0,24.0,5.0,101.0,3,10,12
6.0,169.0,5.0,3.75,65.0,4,4,0
35.0,619.0,5.0,3.75,143.0,3,14,0
36.0,524.0,22.0,4.375,829.0,4,11,12
10.0,231.0,11.0,3.75,350.0,1,4,0
155.0,2057.0,134.0,4.375,697.0,4,13,5
68.0,1169.0,70.0,3.75,490.0,8,14,5
1.0,9.0,0.0,3.125,1.0,2,3,14
9.0,255.0,11.0,5.0,205.0,6,13,0
1.0,226.0,3.0,5.0,279.0,1,10,0
8.0,196.0,14.0,3.75,706.0,5,8,12
11.0,292.0,8.0,5.0,226.0,8,9,0
8.0,257.0,5.0,3.75,32.0,4,8,0
27.0,349.0,21.0,3.75,743.0,2,10,12
22.0,317.0,14.0,2.5,521.0,3,7,12
39.0,671.0,16.0,4.375,1780.0,4,12,5
26.0,939.0,10.0,5.0,469.0,7,17,5
7.0,137.0,12.0,3.75,499.0,1,8,12
10.0,451.0,56.0,4.375,162.0,3,10,12
73.0,1055.0,38.0,3.75,2586.0,3,16,5
41.0,1540.0,217.0,4.375,7273.0,6,11,4
15.0,621.0,83.0,4.375,554.0,4,5,5
30.0,363.0,5.0,4.375,21.0,2,4,0
24.0,308.0,11.0,4.375,306.0,4,14,0
2.0,108.0,3.0,4.375,623.0,1,8,11
16.0,319.0,28.0,4.375,657.0,1,8,12
73.0,1086.0,88.0,3.75,435.0,2,10,5
0.0,195.0,2.0,3.125,156.0,1,8,0
13.0,331.0,4.0,1.25,53.0,5,13,8
1.0,102.0,1.0,3.125,2.0,3,1,14
12.0,394.0,9.0,4.375,654.0,3,11,0
49.0,686.0,40.0,4.375,527.0,5,12,12
7.0,123.0,5.0,3.75,605.0,2,3,12
20.0,629.0,27.0,3.125,1097.0,4,8,8
13.0,420.0,10.0,3.75,224.0,3,4,0
3.0,88.0,4.0,0.0,610.0,5,6,11
151.0,2539.0,43.0,4.375,3525.0,3,9,9
14.0,199.0,3.0,3.75,242.0,2,10,0
18.0,440.0,13.0,3.75,152.0,3,10,0
41.0,998.0,41.0,1.875,1359.0,2,9,8
3.0,59.0,4.0,4.375,448.0,1,8,0
13.0,147.0,2.0,4.375,19.0,2,7,0
0.0,60.0,1.0,3.75,295.0,1,7,0
12.0,203.0,4.0,5.0,591.0,3,7,12
14.0,238.0,4.0,4.375,351.0,3,11,0
93.0,1610.0,115.0,3.75,2014.0,4,15,5
110.0,1985.0,228.0,4.375,1537.0,5,12,4
29.0,696.0,50.0,4.375,1089.0,4,12,5
23.0,435.0,6.0,4.375,54.0,9,18,0
86.0,1237.0,109.0,5.0,465.0,2,4,5
14.0,389.0,9.0,4.375,61.0,1,4,0
54.0,2039.0,38.0,1.25,2473.0,10,5,9
15.0,209.0,15.0,4.375,232.0,7,24,8
6.0,230.0,6.0,3.75,384.0,1,11,0
2.0,284.0,7.0,4.375,10.0,1,3,0
15.0,371.0,12.0,0.0,868.0,3,13,8
9.0,105.0,6.0,3.75,281.0,2,3,0
35.0,761.0,65.0,4.375,2569.0,3,6,5
9.0,341.0,28.0,4.375,940.0,4,14,12
9.0,595.0,7.0,3.75,7.0,5,5,5
45.0,705.0,24.0,4.375,482.0,3,9,12
36.0,613.0,30.0,3.75,1205.0,4,10,12
17.0,193.0,5.0,3.125,230.0,2,10,0
9.0,117.0,2.0,3.75,97.0,2,13,0
6.0,70.0,1.0,3.75,46.0,1,4,0
53.0,1103.0,53.0,4.375,373.0,4,18,5
12.0,234.0,4.0,2.5,34.0,3,5,11
43.0,776.0,32.0,4.375,1120.0,4,25,8
7.0,249.0,9.0,3.125,210.0,4,9,0
0.0,196.0,1.0,3.75,2.0,1,3,14
14.0,155.0,4.0,4.375,115.0,3,7,0
71.0,1045.0,82.0,3.75,797.0,5,8,5
77.0,1102.0,81.0,4.375,563.0,3,10,5
21.0,307.0,2.0,3.75,372.0,4,11,0
68.0,1275.0,85.0,4.375,1675.0,11,19,5
0.0,151.0,0.0,0.0,6.0,3,2,14
12.0,394.0,9.0,4.375,654.0,3,11,0
23.0,314.0,18.0,4.375,344.0,12,6,8
110.0,2278.0,73.0,3.125,2863.0,11,26,9
6.0,77.0,2.0,3.75,49.0,1,5,0
27.0,247.0,0.0,3.75,5.0,1,5,0
45.0,948.0,52.0,4.375,2134.0,6,11,5
23.0,403.0,14.0,4.375,691.0,3,10,12
8.0,348.0,8.0,1.25,213.0,4,16,8
4.0,77.0,4.0,3.75,111.0,2,5,0
9.0,299.0,5.0,3.125,377.0,6,14,0
59.0,835.0,71.0,5.0,655.0,5,10,5
44.0,752.0,17.0,0.0,183.0,3,8,8
0.0,21.0,1.0,4.375,457.0,1,6,0
11.0,279.0,8.0,3.75,1059.0,3,13,12
12.0,327.0,37.0,3.75,1368.0,4,14,12
12.0,162.0,2.0,3.75,37.0,3,10,0
